ID,Target
ID2KZruU0L_pan,3
ID2NSkOIUD6F_boil,0
ID2NSkOIUD6F_pan,2
ID2PBo8gc6VGiXtQ_boil,0
ID2PBo8gc6VGiXtQ_pan,2
ID2QAeip_boil,0
ID2QAeip_pan,2
ID2Usl1ezSfbOV_boil,0
ID2Usl1ezSfbOV_pan,2
ID2Wk3tg_boil,0
ID2Wk3tg_pan,2
ID2axpqnxH_boil,0
ID2axpqnxH_pan,2
ID2nlz2h06bDG_boil,0
ID2nlz2h06bDG_pan,2
ID2oDIOfQM_boil,0
ID2oDIOfQM_pan,2
ID2r8ZX2S_boil,0
ID2r8ZX2S_pan,40
ID2s8DzB_boil,0
ID2s8DzB_pan,2
ID2tvAPl755je_boil,1
ID2tvAPl755je_pan,0
ID2uOtEx5AComN_boil,0
ID2uOtEx5AComN_pan,2
ID30cTFRtDKdCwt1g_boil,0
ID30cTFRtDKdCwt1g_pan,2
ID34JQo9q_boil,0
ID34JQo9q_pan,3
ID3B1TvjBAtZ_boil,0
ID3B1TvjBAtZ_pan,3
ID3BPzU27w4_boil,0
ID3BPzU27w4_pan,2
ID3E40hHStriUb_boil,0
ID3E40hHStriUb_pan,2
ID3LA0B23P_boil,0
ID3LA0B23P_pan,2
ID3QPGZolA0_boil,0
ID3QPGZolA0_pan,2
ID3WVgGW_boil,0
ID3WVgGW_pan,34
ID3Wec8l8Ne04DBv9_boil,0
ID3Wec8l8Ne04DBv9_pan,2
ID3aifRIFQ6nHq9_boil,1
ID3aifRIFQ6nHq9_pan,1
ID3cyqj3A1Qk6M2_boil,0
ID3cyqj3A1Qk6M2_pan,2
ID3erWfTEn7rif_boil,0
ID3erWfTEn7rif_pan,16
ID3hrW9feaz_boil,0
ID3hrW9feaz_pan,8
ID3mLkiA7p_boil,0
ID3mLkiA7p_pan,2
ID3n9EVi0llJ7EM3s_boil,0
ID3n9EVi0llJ7EM3s_pan,3
ID3s9sjV8xT5X_boil,1
ID3s9sjV8xT5X_pan,0
ID3tIq1bkaQ_boil,0
ID3tIq1bkaQ_pan,2
ID3uDELCzq4_boil,0
ID3uDELCzq4_pan,3
ID3x9YCn6MPHhlmMo_boil,1
ID3x9YCn6MPHhlmMo_pan,0
ID3yHUh0Wttnr_boil,1
ID3yHUh0Wttnr_pan,0
ID42tOOiIotmRy0_boil,1
ID42tOOiIotmRy0_pan,4
ID45O5fV3wG_boil,0
ID45O5fV3wG_pan,2
ID46sh8_boil,0
ID46sh8_pan,4
ID48zxdPnfjasS3Pi_boil,0
ID48zxdPnfjasS3Pi_pan,7
ID4AjyKo8SB1TJ_boil,0
ID4AjyKo8SB1TJ_pan,2
ID4BTGu06JgRCk_boil,0
ID4BTGu06JgRCk_pan,9
ID4FmGrOlF_boil,0
ID4FmGrOlF_pan,21
ID4GwXAW_boil,1
ID4GwXAW_pan,0
ID4NemgMB11bSb9_boil,0
ID4NemgMB11bSb9_pan,2
ID4RZf8Ki7SoRyJ6Y_boil,0
ID4RZf8Ki7SoRyJ6Y_pan,1
ID4Xpq78V9x_boil,0
ID4Xpq78V9x_pan,2
ID4YS79CEQBMm0_boil,0
ID4YS79CEQBMm0_pan,2
ID4gP1vqI9UEK7_boil,1
ID4gP1vqI9UEK7_pan,0
ID4hHdF_boil,0
ID4hHdF_pan,2
ID4hsD2T4SXBdWqC_boil,0
ID4hsD2T4SXBdWqC_pan,2
ID59ss5ITEqj_boil,0
ID59ss5ITEqj_pan,2
ID5A2pknRjBPe_boil,0
ID5A2pknRjBPe_pan,3
ID5E46mKII2JUA_boil,0
ID5E46mKII2JUA_pan,2
ID5RIE9trNeQg_boil,0
ID5RIE9trNeQg_pan,2
ID5UIL7hL6xi_boil,0
ID5UIL7hL6xi_pan,3
ID5Zjm6_boil,0
ID5Zjm6_pan,3
ID5aiY1PY_boil,0
ID5aiY1PY_pan,3
ID5gX9PQE1XTCp_boil,0
ID5gX9PQE1XTCp_pan,2
ID5qmLQznmh_boil,0
ID5qmLQznmh_pan,2
ID5t4CyIa_boil,0
ID5t4CyIa_pan,2
ID5wdl1i5WnfHw0e_boil,0
ID5wdl1i5WnfHw0e_pan,2
ID5ztbQO98jYM1_boil,0
ID5ztbQO98jYM1_pan,1
ID60SNTt4ERPpYb_boil,0
ID60SNTt4ERPpYb_pan,1
ID60iDhll_boil,1
ID60iDhll_pan,0
ID6BhyM_boil,0
ID6BhyM_pan,2
ID6C6ZEKIa_boil,0
ID6C6ZEKIa_pan,2
ID6EZbm_boil,0
ID6EZbm_pan,5
ID6HvC2m_boil,0
ID6HvC2m_pan,2
ID6QoOFcqqXQka_boil,0
ID6QoOFcqqXQka_pan,2
ID6XKuAUn_boil,0
ID6XKuAUn_pan,2
ID6ehyza6aUtEcc_boil,0
ID6ehyza6aUtEcc_pan,2
ID6fWEVe4R_boil,0
ID6fWEVe4R_pan,3
ID6hpUWcKjjLP3_boil,0
ID6hpUWcKjjLP3_pan,2
ID6pgJ5ahtEptUmj_boil,0
ID6pgJ5ahtEptUmj_pan,2
ID6sEsRrUWq_boil,0
ID6sEsRrUWq_pan,2
ID6sz5aWe3WR_boil,0
ID6sz5aWe3WR_pan,3
ID74ovPp_boil,0
ID74ovPp_pan,2
ID77OsZw9zZRUrSz_boil,0
ID77OsZw9zZRUrSz_pan,3
ID78Mkj4_boil,1
ID78Mkj4_pan,0
ID7HWix_boil,1
ID7HWix_pan,1
ID7L7OGWB5rB5MJ_boil,0
ID7L7OGWB5rB5MJ_pan,2
ID7MX2yBHV_boil,0
ID7MX2yBHV_pan,2
ID7Z6gH3yEPaL_boil,0
ID7Z6gH3yEPaL_pan,2
ID7b1mG_boil,0
ID7b1mG_pan,2
ID7bP8IwegsS_boil,0
ID7bP8IwegsS_pan,2
ID7dJcTxJ4Oq_boil,0
ID7dJcTxJ4Oq_pan,2
ID7f3TT_boil,0
ID7f3TT_pan,2
ID7fxOa_boil,0
ID7fxOa_pan,2
ID7h045Y4C_boil,0
ID7h045Y4C_pan,1
ID7jcUYkolAU_boil,0
ID7jcUYkolAU_pan,2
ID7kdr8yU1_boil,0
ID7kdr8yU1_pan,81
ID7q8XHg_boil,0
ID7q8XHg_pan,5
ID81h1LnSPzqDc_boil,0
ID81h1LnSPzqDc_pan,10
ID82kUBG2ED_boil,0
ID82kUBG2ED_pan,13
ID8BiiEb7kT5eHA_boil,1
ID8BiiEb7kT5eHA_pan,3
ID8JMYnMhdYd_boil,0
ID8JMYnMhdYd_pan,2
ID8M0KobldT_boil,0
ID8M0KobldT_pan,2
ID8MnZuMJYOxg_boil,0
ID8MnZuMJYOxg_pan,2
ID8NL5ONYqWOo_boil,0
ID8NL5ONYqWOo_pan,2
ID8WF3R9_boil,1
ID8WF3R9_pan,0
ID8Y8mUy_boil,0
ID8Y8mUy_pan,5
ID8ZfY76DoOBe8_boil,0
ID8ZfY76DoOBe8_pan,11
ID8dajtQf_boil,1
ID8dajtQf_pan,0
ID8fvWYad6_boil,0
ID8fvWYad6_pan,2
ID8kYjwa8VELq1_boil,0
ID8kYjwa8VELq1_pan,4
ID8sNx5T5A0A0_boil,0
ID8sNx5T5A0A0_pan,2
ID8wBYTp6CHukbQ_boil,0
ID8wBYTp6CHukbQ_pan,2
ID90PxU6b7066KxO_boil,0
ID90PxU6b7066KxO_pan,3
ID96QaKoQJA7q_boil,0
ID96QaKoQJA7q_pan,2
ID97jEo_boil,0
ID97jEo_pan,2
ID9M2fZ5io1Am7z_boil,0
ID9M2fZ5io1Am7z_pan,2
ID9NZt1LjxaT_boil,0
ID9NZt1LjxaT_pan,2
ID9PoOPGe_boil,0
ID9PoOPGe_pan,2
ID9SMscZZhXiOCa5X_boil,0
ID9SMscZZhXiOCa5X_pan,2
ID9Um5PVu8rKEUj_boil,0
ID9Um5PVu8rKEUj_pan,2
ID9W3R9SLEnNC_boil,0
ID9W3R9SLEnNC_pan,5
ID9WhuR4Oly5xGClB_boil,0
ID9WhuR4Oly5xGClB_pan,2
ID9Yw0LDtTqX_boil,0
ID9Yw0LDtTqX_pan,1
ID9bUIiQ_boil,0
ID9bUIiQ_pan,2
ID9e2pt6DFHGwijsx_boil,0
ID9e2pt6DFHGwijsx_pan,2
ID9q48ylANuZZS_boil,0
ID9q48ylANuZZS_pan,4
ID9seuyLG_boil,0
ID9seuyLG_pan,2
IDA0zSwkZ5oASi_boil,0
IDA0zSwkZ5oASi_pan,2
IDA5tv4oCP6_boil,0
IDA5tv4oCP6_pan,2
IDA6RX9I1Vuh_boil,0
IDA6RX9I1Vuh_pan,2
IDA89129BpEJwAU_boil,0
IDA89129BpEJwAU_pan,3
IDAUaTcswJeb0_boil,0
IDAUaTcswJeb0_pan,19
IDAYEU5cX9xzLA_boil,0
IDAYEU5cX9xzLA_pan,2
IDAb6WuVG_boil,1
IDAb6WuVG_pan,0
IDAdQgr_boil,0
IDAdQgr_pan,2
IDAfStbs_boil,0
IDAfStbs_pan,3
IDAj7qI6_boil,1
IDAj7qI6_pan,0
IDAkkOzGQae_boil,0
IDAkkOzGQae_pan,3
IDAmYZkjXOjsKeGIU_boil,0
IDAmYZkjXOjsKeGIU_pan,2
IDAoS7IW3iEfvnN_boil,0
IDAoS7IW3iEfvnN_pan,2
IDApVuTp42C3_boil,0
IDApVuTp42C3_pan,2
IDAxHxok9DBzXDLEa_boil,0
IDAxHxok9DBzXDLEa_pan,3
IDAylzdyizAiG1rtG_boil,0
IDAylzdyizAiG1rtG_pan,1
IDAzsOtNMyZoWcyRM_boil,0
IDAzsOtNMyZoWcyRM_pan,3
IDB0zyfqyrjJjue_boil,0
IDB0zyfqyrjJjue_pan,2
IDB1wtjXBZ0D4_boil,0
IDB1wtjXBZ0D4_pan,5
IDB2pAQWobBYGzB_boil,0
IDB2pAQWobBYGzB_pan,3
IDBDUN9OVNlj_boil,0
IDBDUN9OVNlj_pan,2
IDBGOHYo36YWK2_boil,0
IDBGOHYo36YWK2_pan,3
IDBQeR2FY_boil,1
IDBQeR2FY_pan,0
IDBSZWd3qVdR_boil,0
IDBSZWd3qVdR_pan,3
IDBTsNvmvTyf_boil,0
IDBTsNvmvTyf_pan,4
IDBVF4vPUv0_boil,0
IDBVF4vPUv0_pan,2
IDBWoelEX0Cvs_boil,0
IDBWoelEX0Cvs_pan,7
IDBZO81kDv_boil,0
IDBZO81kDv_pan,2
IDBcsjN_boil,0
IDBcsjN_pan,3
IDBgmREbCIsD3qXQq_boil,0
IDBgmREbCIsD3qXQq_pan,2
IDBh4xlD_boil,0
IDBh4xlD_pan,2
IDBlm6fCRaPycq_boil,0
IDBlm6fCRaPycq_pan,2
IDBpZlitfz_boil,1
IDBpZlitfz_pan,141
IDBqyTU_boil,0
IDBqyTU_pan,22
IDBxR6JNCET8YzB6P_boil,0
IDBxR6JNCET8YzB6P_pan,3
IDBzCK4PKnZ3DYp_boil,0
IDBzCK4PKnZ3DYp_pan,153
IDC1H005vv_boil,0
IDC1H005vv_pan,3
IDC6pQY_boil,1
IDC6pQY_pan,0
IDC7DbTJw1_boil,1
IDC7DbTJw1_pan,0
IDCDu4j8LaUZNV0T_boil,0
IDCDu4j8LaUZNV0T_pan,2
IDCGGz8CBh_boil,0
IDCGGz8CBh_pan,2
IDCKAxcKEtSBCW6_boil,0
IDCKAxcKEtSBCW6_pan,2
IDCKdbTD12o_boil,0
IDCKdbTD12o_pan,2
IDCXC3WZ8fTpPqB4u_boil,0
IDCXC3WZ8fTpPqB4u_pan,2
IDCcdnWC_boil,0
IDCcdnWC_pan,2
IDCdEqVm8_boil,0
IDCdEqVm8_pan,2
IDCdPy5qxo6aD_boil,0
IDCdPy5qxo6aD_pan,2
IDCgowM2FHi_boil,0
IDCgowM2FHi_pan,2
IDCkHt5Rt6_boil,0
IDCkHt5Rt6_pan,2
IDClS3NV6Qtn_boil,0
IDClS3NV6Qtn_pan,2
IDCnYpokt8J9YSmJq_boil,0
IDCnYpokt8J9YSmJq_pan,3
IDCy8SpRP8Dp_boil,0
IDCy8SpRP8Dp_pan,2
IDCyb1wTo_boil,0
IDCyb1wTo_pan,2
IDD0iJVRcCEr0j_boil,0
IDD0iJVRcCEr0j_pan,2
IDD8ZVNUFQ2Hf_boil,0
IDD8ZVNUFQ2Hf_pan,2
IDDAmnuvdBi_boil,0
IDDAmnuvdBi_pan,2
IDDF7tO_boil,0
IDDF7tO_pan,3
IDDHVcH2Jd5etFmY_boil,1
IDDHVcH2Jd5etFmY_pan,62
IDDLAHHyPW_boil,0
IDDLAHHyPW_pan,2
IDDPTa8I_boil,0
IDDPTa8I_pan,2
IDDV1rcb2sZW09_boil,1
IDDV1rcb2sZW09_pan,0
IDDVN3CnZpwmyacw_boil,0
IDDVN3CnZpwmyacw_pan,2
IDDW5cL0_boil,0
IDDW5cL0_pan,2
IDDXjoLTLw_boil,0
IDDXjoLTLw_pan,3
IDDgn4erHVKx_boil,0
IDDgn4erHVKx_pan,2
IDDpc3xF04_boil,2
IDDpc3xF04_pan,0
IDDpeOGoZa_boil,0
IDDpeOGoZa_pan,3
IDDpfZqI5mI8_boil,0
IDDpfZqI5mI8_pan,2
IDDwVqY_boil,1
IDDwVqY_pan,0
IDDwsERs6gKTXW4_boil,0
IDDwsERs6gKTXW4_pan,2
IDDzy72Q_boil,0
IDDzy72Q_pan,2
IDE1fiYjgO_boil,0
IDE1fiYjgO_pan,2
IDE2Ye8LKLjsheXRM_boil,0
IDE2Ye8LKLjsheXRM_pan,2
IDE8mgSMQMERT_boil,0
IDE8mgSMQMERT_pan,3
IDEA3IGuh_boil,1
IDEA3IGuh_pan,0
IDEAoIrMYqKi_boil,0
IDEAoIrMYqKi_pan,2
IDEC9Zeb_boil,0
IDEC9Zeb_pan,8
IDEIMnBHoWAphFcK_boil,0
IDEIMnBHoWAphFcK_pan,2
IDEM6lqG_boil,0
IDEM6lqG_pan,4
IDEMlUxogrpf5_boil,0
IDEMlUxogrpf5_pan,2
IDEPRHDYOghx_boil,0
IDEPRHDYOghx_pan,3
IDETMNAGhhrWI_boil,0
IDETMNAGhhrWI_pan,2
IDEe6iXTgt_boil,0
IDEe6iXTgt_pan,3
IDEs68Bci8cfLHJo_boil,1
IDEs68Bci8cfLHJo_pan,3
IDEuh15aqGWPu_boil,0
IDEuh15aqGWPu_pan,7
IDEvpb6v4OOe0Y_boil,1
IDEvpb6v4OOe0Y_pan,0
IDEwGnmQlltf_boil,0
IDEwGnmQlltf_pan,78
IDEyShR_boil,0
IDEyShR_pan,2
IDF2nDTmv7b1_boil,0
IDF2nDTmv7b1_pan,2
IDF4jqxKoNU8Vc_boil,0
IDF4jqxKoNU8Vc_pan,2
IDF5A5nwEnb_boil,0
IDF5A5nwEnb_pan,3
IDF5IjWvf67_boil,0
IDF5IjWvf67_pan,2
IDF9OFLKW27eo6e_boil,0
IDF9OFLKW27eo6e_pan,3
IDFAZjkhvieGj865E_boil,0
IDFAZjkhvieGj865E_pan,2
IDFDU5Sj4e_boil,0
IDFDU5Sj4e_pan,2
IDFKClc_boil,0
IDFKClc_pan,2
IDFKWhA_boil,0
IDFKWhA_pan,2
IDFKul110Y7cX8_boil,0
IDFKul110Y7cX8_pan,2
IDFNa0FuDwDmQiD_boil,0
IDFNa0FuDwDmQiD_pan,2
IDFQFXzy_boil,0
IDFQFXzy_pan,35
IDFUHKuId_boil,0
IDFUHKuId_pan,2
IDFWrhU5Fkan_boil,0
IDFWrhU5Fkan_pan,2
IDFaqVEUjZHgiU6_boil,0
IDFaqVEUjZHgiU6_pan,2
IDFc5aOF9kvvlSKn_boil,0
IDFc5aOF9kvvlSKn_pan,2
IDFmke9C_boil,0
IDFmke9C_pan,2
IDFnMhurg76W1RUK_boil,0
IDFnMhurg76W1RUK_pan,2
IDFnwkQ_boil,0
IDFnwkQ_pan,2
IDFpzKdLAo_boil,0
IDFpzKdLAo_pan,2
IDFq38fVBc9_boil,0
IDFq38fVBc9_pan,2
IDFsIy1n6Z_boil,0
IDFsIy1n6Z_pan,2
IDFxmMFRpbs_boil,0
IDFxmMFRpbs_pan,2
IDFzhyb5lPz_boil,0
IDFzhyb5lPz_pan,3
IDG1AkIPbSV_boil,0
IDG1AkIPbSV_pan,1
IDG5lTLIt9O_boil,0
IDG5lTLIt9O_pan,6
IDG94VRtYi0FsZ_boil,0
IDG94VRtYi0FsZ_pan,2
IDGDNyCCkaKLzXCM_boil,0
IDGDNyCCkaKLzXCM_pan,3
IDGKXoUKZZIMiwIA_boil,0
IDGKXoUKZZIMiwIA_pan,3
IDGPlef7MvMDtw_boil,0
IDGPlef7MvMDtw_pan,3
IDGR80BE8mvNUCNN3_boil,0
IDGR80BE8mvNUCNN3_pan,7
IDGUy652Ws9OT5W8v_boil,0
IDGUy652Ws9OT5W8v_pan,3
IDGd4vXS_boil,0
IDGd4vXS_pan,2
IDGfz4VMkN_boil,0
IDGfz4VMkN_pan,25
IDGi28ybRJegVvn_boil,1
IDGi28ybRJegVvn_pan,1
IDGmQhncDYrgwrH_boil,0
IDGmQhncDYrgwrH_pan,3
IDGmoxZt1kCAHSwND_boil,0
IDGmoxZt1kCAHSwND_pan,2
IDGtye16mV1WRf_boil,0
IDGtye16mV1WRf_pan,2
IDGuf5l0pfY4dlC_boil,0
IDGuf5l0pfY4dlC_pan,2
IDH0i3q_boil,0
IDH0i3q_pan,2
IDH16qvhuu2FN_boil,0
IDH16qvhuu2FN_pan,3
IDH5U5dqwhKN30uTz_boil,0
IDH5U5dqwhKN30uTz_pan,2
IDHCu7gnVkXD0s_boil,0
IDHCu7gnVkXD0s_pan,2
IDHEYX4VMXCjwaqbs_boil,0
IDHEYX4VMXCjwaqbs_pan,3
IDHFoUKbxGP_boil,0
IDHFoUKbxGP_pan,2
IDHILD8DnJZTuUg_boil,0
IDHILD8DnJZTuUg_pan,3
IDHIi7sOPf_boil,0
IDHIi7sOPf_pan,3
IDHJ3hdZY0DABxwn2_boil,0
IDHJ3hdZY0DABxwn2_pan,3
IDHJnBm87ZUS8obg_boil,0
IDHJnBm87ZUS8obg_pan,19
IDHOC1FvOv3yFPOl_boil,0
IDHOC1FvOv3yFPOl_pan,3
IDHWKIVSCFhCK4_boil,1
IDHWKIVSCFhCK4_pan,3
IDHXwqtTeZa5pc6o9_boil,0
IDHXwqtTeZa5pc6o9_pan,3
IDHZK21FetRA_boil,0
IDHZK21FetRA_pan,2
IDHavhM_boil,0
IDHavhM_pan,1
IDHdtxlSc_boil,0
IDHdtxlSc_pan,2
IDHfdl87Y_boil,0
IDHfdl87Y_pan,2
IDHmTcHZd7BE3B_boil,0
IDHmTcHZd7BE3B_pan,2
IDHnnVg9DXD_boil,0
IDHnnVg9DXD_pan,46
IDHqbxPzif_boil,1
IDHqbxPzif_pan,0
IDHsKXa3RjvFHP_boil,0
IDHsKXa3RjvFHP_pan,2
IDHtVTOt8KNNO_boil,0
IDHtVTOt8KNNO_pan,5
IDHvsezZ7HM_boil,0
IDHvsezZ7HM_pan,3
IDI06IBMc_boil,0
IDI06IBMc_pan,2
IDIAdM52mOZC_boil,0
IDIAdM52mOZC_pan,3
IDIFJJRBEBaS9GJMw_boil,0
IDIFJJRBEBaS9GJMw_pan,9
IDIIDOmJe_boil,0
IDIIDOmJe_pan,3
IDIJzc5uol6_boil,1
IDIJzc5uol6_pan,0
IDIM3qyRZyJb0CzL_boil,0
IDIM3qyRZyJb0CzL_pan,10
IDIM8ZYNWC9cpJ_boil,0
IDIM8ZYNWC9cpJ_pan,2
IDIN7Y20PpzPk93B_boil,0
IDIN7Y20PpzPk93B_pan,4
IDINWneOxB70u_boil,0
IDINWneOxB70u_pan,2
IDISZpcq8rWB_boil,0
IDISZpcq8rWB_pan,2
IDITL86p88LLHY1_boil,0
IDITL86p88LLHY1_pan,2
IDIWJ7wFYVu6qMjf_boil,0
IDIWJ7wFYVu6qMjf_pan,2
IDIZ70v_boil,0
IDIZ70v_pan,2
IDIfcox6I7n1_boil,1
IDIfcox6I7n1_pan,0
IDIfuBIn_boil,0
IDIfuBIn_pan,2
IDIgkWDaqwXXozOI_boil,0
IDIgkWDaqwXXozOI_pan,2
IDIhOTILMHz5wPCY_boil,0
IDIhOTILMHz5wPCY_pan,1
IDIl79K8GJtMJY_boil,0
IDIl79K8GJtMJY_pan,3
IDIlPrCkH_boil,0
IDIlPrCkH_pan,1
IDIqWPdIM_boil,1
IDIqWPdIM_pan,0
IDIr2jkBOUL_boil,0
IDIr2jkBOUL_pan,2
IDIwmLztUQeps2t1N_boil,0
IDIwmLztUQeps2t1N_pan,2
IDIx92GuElKj7Hhsv_boil,0
IDIx92GuElKj7Hhsv_pan,2
IDJ2MEHdcAj6u8_boil,0
IDJ2MEHdcAj6u8_pan,8
IDJ8soN_boil,0
IDJ8soN_pan,3
IDJ9aNFsYme2_boil,0
IDJ9aNFsYme2_pan,2
IDJF1FIr94ICgh4E_boil,0
IDJF1FIr94ICgh4E_pan,7
IDJItSr4H_boil,0
IDJItSr4H_pan,2
IDJKLLPfEMAQ1SR_boil,0
IDJKLLPfEMAQ1SR_pan,1
IDJPzvEJZhf2a_boil,1
IDJPzvEJZhf2a_pan,1
IDJQF2ZS_boil,0
IDJQF2ZS_pan,2
IDJS4VzDnTtJ_boil,0
IDJS4VzDnTtJ_pan,2
IDJUgiW_boil,1
IDJUgiW_pan,0
IDJVD2rN_boil,0
IDJVD2rN_pan,2
IDJZtxOMkpiYRa_boil,0
IDJZtxOMkpiYRa_pan,2
IDJcjqW7rB1lwZqFx_boil,0
IDJcjqW7rB1lwZqFx_pan,2
IDJecFNJguvTRy_boil,0
IDJecFNJguvTRy_pan,2
IDJgqLVP4_boil,0
IDJgqLVP4_pan,3
IDJjPgyGge1TnPgJv_boil,0
IDJjPgyGge1TnPgJv_pan,1
IDJm4eh3XgV5Bg_boil,0
IDJm4eh3XgV5Bg_pan,2
IDJs41T23jz5WOuo_boil,0
IDJs41T23jz5WOuo_pan,4
IDJyx6xO9_boil,1
IDJyx6xO9_pan,0
IDK0gON4uZv8m_boil,0
IDK0gON4uZv8m_pan,2
IDK0qLYlueh7zi_boil,0
IDK0qLYlueh7zi_pan,2
IDK6FSBNg6hTpcj_boil,0
IDK6FSBNg6hTpcj_pan,2
IDK6NUIqlE0HwT9_boil,0
IDK6NUIqlE0HwT9_pan,3
IDK6mJLUMf_boil,0
IDK6mJLUMf_pan,3
IDK6t3c22YXu3tnGK_boil,0
IDK6t3c22YXu3tnGK_pan,1
IDK6t6RbHOvqIBtXF_boil,0
IDK6t6RbHOvqIBtXF_pan,2
IDK882SHZ1oD3z_boil,0
IDK882SHZ1oD3z_pan,5
IDKBV4od6RPa_boil,0
IDKBV4od6RPa_pan,2
IDKCqD5tg3u_boil,0
IDKCqD5tg3u_pan,2
IDKEUzONz_boil,0
IDKEUzONz_pan,2
IDKHE2jX_boil,0
IDKHE2jX_pan,3
IDKHvdtrjzVQ_boil,0
IDKHvdtrjzVQ_pan,2
IDKN6hQUq3bX_boil,0
IDKN6hQUq3bX_pan,2
IDKPtNdjHynOtygE_boil,0
IDKPtNdjHynOtygE_pan,2
IDKVu0o7UiNsnD0Kk_boil,0
IDKVu0o7UiNsnD0Kk_pan,2
IDKZJc7MGSN_boil,0
IDKZJc7MGSN_pan,2
IDKgQonsJWDoRjb3_boil,0
IDKgQonsJWDoRjb3_pan,8
IDKiLWnPnPXmg3_boil,0
IDKiLWnPnPXmg3_pan,1
IDKnaHg0oiDMoz_boil,0
IDKnaHg0oiDMoz_pan,2
IDKoYUe1Wc8_boil,0
IDKoYUe1Wc8_pan,2
IDKrRNdjS1E_boil,0
IDKrRNdjS1E_pan,2
IDKrSuEjdC4P_boil,0
IDKrSuEjdC4P_pan,1
IDKrqli_boil,0
IDKrqli_pan,2
IDKsG3vt_boil,0
IDKsG3vt_pan,2
IDKtF1CeNRz9g0x_boil,0
IDKtF1CeNRz9g0x_pan,16
IDKvGcqSmZA8qmMYP_boil,1
IDKvGcqSmZA8qmMYP_pan,0
IDKyI51Rf8tm_boil,0
IDKyI51Rf8tm_pan,2
IDL2kHjS_boil,0
IDL2kHjS_pan,3
IDL44beN_boil,1
IDL44beN_pan,0
IDL46Fnc6PY4E_boil,1
IDL46Fnc6PY4E_pan,2
IDL6NaRNLLn9MbR_boil,0
IDL6NaRNLLn9MbR_pan,7
IDL927XZBhgyobC_boil,0
IDL927XZBhgyobC_pan,2
IDL9wX7t3MpVd_boil,0
IDL9wX7t3MpVd_pan,3
IDLFnxZdIRqAxI_boil,0
IDLFnxZdIRqAxI_pan,3
IDLHY6K77bSVERJb_boil,0
IDLHY6K77bSVERJb_pan,9
IDLM7WrW5LOw0JE42_boil,0
IDLM7WrW5LOw0JE42_pan,1
